,Date,Time,contact,Message
15066,2020-04-25,4:47 AM,Mina,<Media omitted>
15067,2020-04-25,5:08 AM,Success,I am up
15068,2020-04-25,5:09 AM,Success,Ahh🤦‍♂
15069,2020-04-25,5:09 AM,Success,Gm
15070,2020-04-25,5:09 AM,Success,How are you doing bby
15071,2020-04-25,6:08 AM,Success,Bby
15072,2020-04-25,9:40 AM,Mina,I'm fine.
15073,2020-04-25,9:41 AM,Mina,I was having headache when I woke up at dawn to fast
15074,2020-04-25,9:41 AM,Mina,I think it's because of the stress yesterday
15075,2020-04-25,10:34 AM,Mina,Yourself?
15076,2020-04-25,10:36 AM,Mina,I called and I'd even forgotten that I had.
15077,2020-04-25,10:36 AM,Success,I am also good
15078,2020-04-25,10:37 AM,Success,Hw r u now?
15079,2020-04-25,10:37 AM,Mina,Okay kakra
15080,2020-04-25,10:37 AM,Mina,Bh say nowadays little little sicknesses like me paa oo
15081,2020-04-25,10:37 AM,Mina,At first na mennyare oo.
15082,2020-04-25,10:38 AM,Success,Very much
15083,2020-04-25,10:38 AM,Success,I even wonder why
15084,2020-04-25,10:38 AM,Success,Oh na 3baa no sen
15085,2020-04-25,10:40 AM,Mina,I'm not very active these days nti a . I'm always at one place. No exercise too
15086,2020-04-25,10:45 AM,Success,Its becoming way too much
15087,2020-04-25,10:50 AM,Mina,Yh
15088,2020-04-25,10:50 AM,Mina,Bh 3b3k)
15089,2020-04-25,10:54 AM,Success,Sure sure
15090,2020-04-25,10:58 AM,Mina,They said deyve given us some assignments bi oo😕
15091,2020-04-25,11:06 AM,Mina,Try n access the eLearning platform for me
15092,2020-04-25,11:06 AM,Mina,I need to access it n do my assignment
15093,2020-04-25,11:07 AM,Success,Logins
15094,2020-04-25,11:09 AM,Mina,Huh
15095,2020-04-25,11:09 AM,Success,My works
15096,2020-04-25,11:10 AM,Success,Tot u said i shoukd access urs
15097,2020-04-25,11:10 AM,Success,The password reset works now
15098,2020-04-25,11:12 AM,Mina,Link again please
15099,2020-04-25,11:12 AM,Mina,Which password did you use
15100,2020-04-25,11:14 AM,,Success: https://elearning.ucc.edu.gh/login/index.php
15101,2020-04-25,11:16 AM,Mina,??
15102,2020-04-25,11:16 AM,Mina,New one no ?
15103,2020-04-25,11:17 AM,Success,python
15104,2020-04-25,11:17 AM,Success,Yh
15105,2020-04-25,11:17 AM,Mina,Ahh😆
15106,2020-04-25,11:17 AM,Mina,3y3 Foo na wooka anaa
15107,2020-04-25,11:18 AM,Success,😂😂😂
15108,2020-04-25,11:18 AM,Success,Hv u been able to log in?
15109,2020-04-25,11:18 AM,Success,Tell me if there is any p
15110,2020-04-25,11:20 AM,Mina,Invalid login
15111,2020-04-25,11:21 AM,Success,🤔🤔
15112,2020-04-25,11:22 AM,Success,Buh de other u use the same logins and u were able to enter
15113,2020-04-25,11:22 AM,Success,Anaa
15114,2020-04-25,11:22 AM,Mina,It says I must change my password to proceed
15115,2020-04-25,11:22 AM,Mina,I used to be one in my portal
15116,2020-04-25,11:22 AM,Success,Anhaa
15117,2020-04-25,11:23 AM,Success,So to forgotten password just below the password text field no
15118,2020-04-25,11:25 AM,Mina,Enhe
15119,2020-04-25,11:26 AM,Success,Then choose search by email
15120,2020-04-25,11:26 AM,Success,Then input ur insti. Mail
15121,2020-04-25,11:26 AM,Success,The will send u an email
15122,2020-04-25,11:26 AM,Mina,Kk
15123,2020-04-25,11:27 AM,Success,There will be a link inside to reset ur password
15124,2020-04-25,11:30 AM,Mina,They haven't sent me any email
15125,2020-04-25,11:31 AM,Mina,Which means that my institutional mail hasn't been activated yet
15126,2020-04-25,11:31 AM,Success,Lets wait a lil
15127,2020-04-25,11:34 AM,Success,We wouldnt hv accessed the account on the first try
15128,2020-04-25,11:35 AM,Mina,Ok
15129,2020-04-25,11:35 AM,Mina,Mede3 mabr3 oo
15130,2020-04-25,11:35 AM,Mina,I'll send you all the things things so that u do it
15131,2020-04-25,11:35 AM,Mina,Tsw . Online drama
15132,2020-04-25,11:36 AM,Success,😂😂😂
15133,2020-04-25,11:36 AM,Success,Kk
15134,2020-04-25,11:39 AM,Mina,BS/MBB/18/0033768209
15135,2020-04-25,11:39 AM,Mina,Portal drama dat 👆
15136,2020-04-25,11:41 AM,Mina,I have an idea oo😂
15137,2020-04-25,11:45 AM,Success,I need the new password for the elearning
15138,2020-04-25,11:45 AM,Success,Rain it on me dear🙌
15139,2020-04-25,11:45 AM,Success,Insti. Mail i mean
15140,2020-04-25,11:45 AM,Mina,Mennim oo
15141,2020-04-25,11:46 AM,Mina,I did something something bi . Use it n see
15142,2020-04-25,11:46 AM,Success,U dont remember the password?
15143,2020-04-25,11:46 AM,Success,Ohh
15144,2020-04-25,11:46 AM,Mina,A@essuman.2712.gh
15145,2020-04-25,11:46 AM,Success,Try to remember it
15146,2020-04-25,11:46 AM,Mina,😂😂😂💔
15147,2020-04-25,11:46 AM,Success,Thanks
15148,2020-04-25,11:47 AM,Success,😂😂u r crazy
15149,2020-04-25,11:47 AM,Mina,My love
15150,2020-04-25,11:48 AM,Success,My bby❤
15151,2020-04-25,11:49 AM,Success,It didnt work
15152,2020-04-25,11:50 AM,Success,I dey come
15153,2020-04-25,11:51 AM,Mina,Kk
15154,2020-04-25,11:52 AM,Success,It works in the login of gmail but not the elearning platform
15155,2020-04-25,11:52 AM,Success,Hv u changed the password before?
15156,2020-04-25,11:53 AM,Mina,Nuuh
15157,2020-04-25,11:53 AM,Mina,eLearning no there are some credentials in the portal
15158,2020-04-25,11:53 AM,Mina,Look at it
15159,2020-04-25,11:53 AM,Success,Kk
15160,2020-04-25,11:54 AM,Mina,These things written in red no
15161,2020-04-25,11:55 AM,Success,Seen
15162,2020-04-25,11:55 AM,Mina,Ok
15163,2020-04-25,11:55 AM,Success,Those are the initials
15164,2020-04-25,11:55 AM,Success,The default password n mail no
15165,2020-04-25,11:56 AM,Mina,Yh
15166,2020-04-25,11:56 AM,Mina,Then do the thing again and use some simple password bi
15167,2020-04-25,11:56 AM,Mina,Na me I can't be keeping passwords
15168,2020-04-25,11:57 AM,Success,Kk
15169,2020-04-25,12:00 PM,Success,Done
15170,2020-04-25,12:00 PM,Mina,🥰
15171,2020-04-25,12:00 PM,Success,Try to login with
15172,2020-04-25,12:00 PM,Success,A@essuman.2712.gh
15173,2020-04-25,12:00 PM,Success,Password
15174,2020-04-25,12:00 PM,Mina,🤦‍♀️ u used that long thing naa?
15175,2020-04-25,12:00 PM,Success,And ur insti. Mail
15176,2020-04-25,12:01 PM,Success,Save it in ur browser
15177,2020-04-25,12:01 PM,Success,U try to login
15178,2020-04-25,12:01 PM,Success,We can always change
15179,2020-04-25,12:01 PM,Success,Let me log out
15180,2020-04-25,12:02 PM,Mina,"Sesa no na y3 no ""password"""
15181,2020-04-25,12:02 PM,Mina,I won't forget that one
15182,2020-04-25,12:02 PM,Success,😂😂😂😂
15183,2020-04-25,12:02 PM,Mina,Otherwise ud have to keep it in your head not mine
15184,2020-04-25,12:02 PM,Success,Thats a hackers 1st guess😂😂😂
15185,2020-04-25,12:03 PM,Mina,Add 553714
15186,2020-04-25,12:02 PM,Success,I will change for my dear
15187,2020-04-25,12:03 PM,Success,No problem
15188,2020-04-25,12:03 PM,Success,But for now copy n paste that password n login
15189,2020-04-25,12:04 PM,Success,I dont wont to make consecutive changes with few mins
15190,2020-04-25,12:04 PM,Success,<Media omitted>
15191,2020-04-25,12:05 PM,Mina,Menny3😌
15192,2020-04-25,12:05 PM,Success,😂😂😂
15193,2020-04-25,12:06 PM,Success,Eii stubborness😂😂
15194,2020-04-25,12:06 PM,Mina,You say do of course then I don't🤣🤣🤣🤣🤣🤣
15195,2020-04-25,12:07 PM,Success,😂😂😂I see that tin
15196,2020-04-25,12:07 PM,Success,Herr so u wont go and do it😂😂🤦‍♂
15197,2020-04-25,12:07 PM,Success,I will whirp u oo😂😂
15198,2020-04-25,12:07 PM,Mina,Oh daabi oo
15199,2020-04-25,12:08 PM,Mina,Forgeti😆💔
15200,2020-04-25,12:08 PM,Success,😂😂😂
15201,2020-04-25,12:08 PM,Success,😂😂😂🤦‍♂🤦‍♂
15202,2020-04-25,12:08 PM,Mina,Okay m3y3
15203,2020-04-25,12:08 PM,Success,🥳🥳
15204,2020-04-25,1:00 PM,Mina,Na
15205,2020-04-25,1:00 PM,Mina,Na
15206,2020-04-25,1:00 PM,Mina,Nana ahh
15207,2020-04-25,1:00 PM,Mina,Better come and answer me oo
15208,2020-04-25,1:02 PM,Success,Bby
15209,2020-04-25,1:02 PM,Mina,Leave me alone
15210,2020-04-25,1:03 PM,Success,Why wossup
15211,2020-04-25,1:03 PM,Mina,When I was calling you did you mind me?
15212,2020-04-25,1:04 PM,Success,Yes of course
15213,2020-04-25,1:04 PM,Mina,You didn't
15214,2020-04-25,1:05 PM,Mina,So why weren't you online
15215,2020-04-25,1:06 PM,Success,I was running some errands
15216,2020-04-25,1:06 PM,Mina,So what
15217,2020-04-25,1:06 PM,Mina,It doesn't change the fact that you didn't mind me
15218,2020-04-25,1:07 PM,Success,I didnt hear the notifications
15219,2020-04-25,1:07 PM,Success,I would have
15220,2020-04-25,1:07 PM,Success,..and u know paa
15221,2020-04-25,1:08 PM,Mina,I don't know anything
15222,2020-04-25,1:09 PM,Mina,Just apologize to me! N stop talking plenty
15223,2020-04-25,1:09 PM,Success,Bby i am sorry
15224,2020-04-25,1:09 PM,Mina,Tsewwww🥰
15225,2020-04-25,1:09 PM,Success,For not minding you
15226,2020-04-25,1:10 PM,Mina,Okay okay
15227,2020-04-25,1:10 PM,Success,😘😘
15228,2020-04-25,1:12 PM,Mina,I want you to buy me a car🌚
15229,2020-04-25,1:13 PM,Success,Just name the brand
15230,2020-04-25,1:13 PM,Mina,You know what I want
15231,2020-04-25,1:14 PM,Success,I got you
15232,2020-04-25,1:14 PM,Success,I know just the right colour too
15233,2020-04-25,1:15 PM,Success,Where will you take us to?
15234,2020-04-25,1:16 PM,Success,On our first ride
15235,2020-04-25,1:51 PM,Mina,I'll take us  to capital Hill.
15236,2020-04-25,1:51 PM,Mina,It's some pace bi here.
15237,2020-04-25,1:52 PM,Mina,😂😂😂the only place that ull feel cold on a sunny day . Herh
15238,2020-04-25,1:52 PM,Mina,We went for some program bi there enh . One of the girls used cloth to cover herself🤣
15239,2020-04-25,1:52 PM,Mina,But it was sunny
15240,2020-04-25,1:53 PM,Success,😌😌😌
15241,2020-04-25,1:53 PM,Success,🥰🥰
15242,2020-04-25,1:54 PM,Success,Aden air con dey evrywhr
15243,2020-04-25,1:55 PM,Mina,Not ac oo
15244,2020-04-25,1:55 PM,Mina,Mframa ankasa
15245,2020-04-25,1:55 PM,Mina,Bh the place is on a hill bi like that
15246,2020-04-25,1:55 PM,Success,Oh nice nice
15247,2020-04-25,1:56 PM,Mina,Bh wegogo better places 😂😂😂😆 Ghana de3 no lie
15248,2020-04-25,1:59 PM,Success,We will go n urinate at Dubai n come back😂
15249,2020-04-25,1:59 PM,Mina,I'll take you to burge Al Arab
15250,2020-04-25,2:00 PM,Success,Sharp koraa🙌🙌🥰
15251,2020-04-25,2:00 PM,Mina,😂😂😂
15252,2020-04-25,2:00 PM,Mina,That place de3 wefor go there
15253,2020-04-25,2:01 PM,Mina,Sometimes when I smell the future money I think about alot of things 😂
15254,2020-04-25,2:01 PM,Success,Na ur head inside dey sweet u😂😂
15255,2020-04-25,2:02 PM,Mina,🤣🤣🤣🤣
15256,2020-04-25,2:02 PM,Mina,😆😆😆
15257,2020-04-25,2:02 PM,Mina,Asem oo
15258,2020-04-25,2:02 PM,Mina,Future money paa
15259,2020-04-25,2:03 PM,Success,Positive thinking🤝😂
15260,2020-04-25,2:03 PM,Success,Me deir i think of cruising in the air oo😂😂
15261,2020-04-25,2:10 PM,Mina,Make uno worry .
15262,2020-04-25,2:10 PM,Mina,Dea ehiaa ne hardwork n prayers. Asa.
15263,2020-04-25,2:14 PM,Mina,<Media omitted>
15264,2020-04-25,2:17 PM,Success,I will ask y r hiding the phone behind bck
15265,2020-04-25,2:18 PM,Success,If u dont tell the truth den i will tell u wat i saw
15266,2020-04-25,2:19 PM,Success,Then leave u with ur conscience
15267,2020-04-25,2:20 PM,Mina,Eii😂😂😂break up?
15268,2020-04-25,2:21 PM,Success,I will the place
15269,2020-04-25,2:21 PM,Mina,Bh ebi me a . I'll do exactly what the guy did
15270,2020-04-25,2:21 PM,Mina,I'll act along .
15271,2020-04-25,2:22 PM,Mina,I won't cry tho
15272,2020-04-25,2:22 PM,Mina,I don't take cheating personal like that oo
15273,2020-04-25,2:22 PM,Success,Dat 1 too dey
15274,2020-04-25,2:26 PM,Mina,If only I know that you love me dea ennfa meho
15275,2020-04-25,2:27 PM,Mina,Bh if you do kokoasakokoasa de3 I won't take u serious oo . Apuu
15276,2020-04-25,2:29 PM,Success,Saa ong😂😂😂
15277,2020-04-25,2:29 PM,Mina,Yes
15278,2020-04-25,2:29 PM,Mina,Oh me at this point de3 . I won't allow me to die again because of broken heart oo. 😂😂hw3
15279,2020-04-25,2:30 PM,Mina,I'll never say never muom
15280,2020-04-25,2:30 PM,Mina,But heyy. I br3 too much
15281,2020-04-25,2:30 PM,Success,😂😂😂Ikr
15282,2020-04-25,2:31 PM,Success,Apetampe😂😂🤝
15283,2020-04-25,2:32 PM,Success,Ba these cheating staff
15284,2020-04-25,2:32 PM,Success,For men its like if u dont do some den u aint a complete man
15285,2020-04-25,2:33 PM,Success,Its like committing to only one u fall short someway bi😂😂
15286,2020-04-25,2:33 PM,Success,Waa see mind set
15287,2020-04-25,2:33 PM,Success,But atwam
15288,2020-04-25,2:34 PM,Success,For most ladies deir its about money
15289,2020-04-25,2:35 PM,Mina,"Oh me abi simple guy odo. As I said . I don't take cheating personal. Of you cheat and I can forgive you , fine . If I can't too a ago leff you simple. Wei enny3 long biaa😂😂😂💔"
15290,2020-04-25,2:35 PM,Success,Dats all
15291,2020-04-25,2:35 PM,Mina,Enny3 afei na drama biaa go come inside nuuuh
15292,2020-04-25,2:36 PM,Success,No closing remark😂😂
15293,2020-04-25,2:36 PM,Mina,Bh it's not always easy
15294,2020-04-25,2:36 PM,Mina,No vote of thanks biaaaa
15295,2020-04-25,2:36 PM,Success,Go make I make go
15296,2020-04-25,2:37 PM,Success,Wai nso ey3 problem
15297,2020-04-25,2:37 PM,Success,We dey way u say i no dey enough so u dey hia extra support aa
15298,2020-04-25,2:38 PM,Success,I go let you have full support😂😂
15299,2020-04-25,2:38 PM,Success,No ntoatoa bia😂
15300,2020-04-25,2:39 PM,Mina,Oh bh enny3 always. Every guy bi loves only one person. The rest bi jokes.
15301,2020-04-25,2:39 PM,Mina,If I love you paa a I don't mind .
15302,2020-04-25,2:39 PM,Success,Fact
15303,2020-04-25,2:40 PM,Success,Oh if you can deir why not
15304,2020-04-25,2:40 PM,Mina,N for me to love you paaaa too 😂enny3 easy saa cos nipa y3 bad
15305,2020-04-25,2:40 PM,Mina,Do you know the number of times my boyfriend cheated on me?
15306,2020-04-25,2:41 PM,Mina,I can't count seff.
15307,2020-04-25,2:41 PM,Mina,In school oo house oo. Where 😆
15308,2020-04-25,2:41 PM,Mina,Sometimes I'll go and catch him with some girl bi.  Somewhere
15309,2020-04-25,2:41 PM,Mina,😂😂😂😂💔
15310,2020-04-25,2:42 PM,Success,Sometimes it depends wat u see🤷‍♂
15311,2020-04-25,2:42 PM,Mina,Bh those things all. Na ennfa meho
15312,2020-04-25,2:42 PM,Success,There are stages😂😂
15313,2020-04-25,2:42 PM,Success,U catch am 4 bed top?😂
15314,2020-04-25,2:42 PM,Mina,Oh I didn't catch him having sex with anyone tho.
15315,2020-04-25,2:42 PM,Success,Anhaa
15316,2020-04-25,2:43 PM,Mina,😂😂😂hw3
15317,2020-04-25,2:43 PM,Mina,People will come and report to me.  Saaaa
15318,2020-04-25,2:43 PM,Mina,I'll be like okay I've heard .
15319,2020-04-25,2:43 PM,Success,Dats all
15320,2020-04-25,2:43 PM,Mina,Cos myself 😂😂eover me
15321,2020-04-25,2:43 PM,Success,People demma talk deir no lie
15322,2020-04-25,2:44 PM,Success,U never no
15323,2020-04-25,2:44 PM,Mina,And he didn't know how to hide things oo. He'll do it n come and report himself😂🤦‍♀️
15324,2020-04-25,2:44 PM,Success,That tin dey spoil marriage roff roff
15325,2020-04-25,2:45 PM,Success,Anhaa so its easy for you
15326,2020-04-25,2:45 PM,Mina,It wasn't easy oo. It was annoying sometimes.
15327,2020-04-25,2:45 PM,Success,Hw3 na u no hear cheating b4 😂😂
15328,2020-04-25,2:45 PM,Mina,But I loved him nti I see koraa ano see.
15329,2020-04-25,2:45 PM,Success,Atleast he himself tells u
15330,2020-04-25,2:46 PM,Success,Then apologises ryt
15331,2020-04-25,2:46 PM,Mina,I don't get angry seff oo. I laughed sometimes mpo
15332,2020-04-25,2:46 PM,Mina,Cos when he apologized Today he'll do the same thing tomorrow
15333,2020-04-25,2:47 PM,Mina,😂😂💔🤷‍♀️
15334,2020-04-25,2:47 PM,Success,😂😂😂
15335,2020-04-25,2:47 PM,Success,Abi jhs deir😂😂
15336,2020-04-25,2:47 PM,Mina,The girls too were ahohyehy3
15337,2020-04-25,2:48 PM,Success,Na ebi serious way u plan marriage way he dey dat anka 😂😂😂
15338,2020-04-25,2:48 PM,Success,Boi too he wont let it go like dat😂😂
15339,2020-04-25,2:48 PM,Success,Den times man make hot😂😂
15340,2020-04-25,2:49 PM,Mina,Ohw. The girls were spilt too much ah
15341,2020-04-25,2:49 PM,Mina,Love letters and things
15342,2020-04-25,2:49 PM,Success,😂😂😂😂
15343,2020-04-25,2:49 PM,Mina,He'll collect them and bring them to me
15344,2020-04-25,2:50 PM,Success,Eiii💔😂😂
15345,2020-04-25,2:50 PM,Success,Secretary😂😂😂
15346,2020-04-25,2:53 PM,Mina,Ono de3 it was too much. N na ogyegye meso nso . Oo. 😂😂😂💔. S3 he'll complain that why did you do this. Why do you get angry no why questions biaa. If I do too much a he'll just not mind me . N I'll bore that he's not minding me when me naa I know that masem ny3 d3
15347,2020-04-25,2:53 PM,Mina,He said I shouldn't change😂😂😆whether good oo bad oo . He loves me like that
15348,2020-04-25,2:54 PM,Mina,People were insulting him that hebi slow guy hefor move me
15349,2020-04-25,2:55 PM,Success,He could tolerate that 🤷‍♂😂
15350,2020-04-25,2:55 PM,Success,Like hw
15351,2020-04-25,2:59 PM,Mina,He should be pressing anaa he should sleep with me
15352,2020-04-25,3:00 PM,Mina,Ah dadaada we started dating he won't do anything with me anaa. Ago leff am oo.
15353,2020-04-25,3:00 PM,Mina,Den he'll come and tell me
15354,2020-04-25,3:02 PM,Success,Peer pressure😂😂
15355,2020-04-25,3:02 PM,Mina,Oh bh onny3 da
15356,2020-04-25,3:03 PM,Mina,I knew his parents oo
15357,2020-04-25,3:03 PM,Mina,If I call his mother right now enh what she'll do
15358,2020-04-25,3:04 PM,Mina,😂😂😂 she'll make noise saa. I should go and visit her den things. His mother can send him to bring foodstuffs to my mum😂🤭
15359,2020-04-25,3:04 PM,Success,Eii😂😂
15360,2020-04-25,3:05 PM,Success,Enea na awar3 kwan so oo😂
15361,2020-04-25,3:05 PM,Mina,Hw4 we used to meet on Sundays. His mother sent him to Abura on Sundays. Then he'll come to visit me first and sometimes well go together😂
15362,2020-04-25,3:06 PM,Mina,Sometime bi I prepared soup for them and salt passed through and they were laughing at me 🤣🤣🤣🤣
15363,2020-04-25,3:06 PM,Mina,Heden my senior brother dey close papa
15364,2020-04-25,3:06 PM,Success,😂😂
15365,2020-04-25,3:07 PM,Mina,I think he's the only male friend my senior brother liked
15366,2020-04-25,3:07 PM,Mina,Then he'll be teaching him bad things.  Girls girls stuff 😂🤦‍♀️
15367,2020-04-25,3:08 PM,Mina,"Herh.  Na Sundays no de3 it was constant oo. Even if it rains , he'll pass through rain and see me"
15368,2020-04-25,3:08 PM,Mina,Enny3 small odo😂😂
15369,2020-04-25,3:08 PM,Success,😂😂
15370,2020-04-25,3:09 PM,Mina,Things we do for love.  I'll also run away once a while when no one is at home to visit him.
15371,2020-04-25,3:09 PM,Mina,Na in sch . From teachers to students obiaa nim S3 we're dating
15372,2020-04-25,3:09 PM,Mina,If you're a teacher and you ask him he'll tell you the truth
15373,2020-04-25,3:10 PM,Mina,Who will you report to? The parents who already know us ? 😂😂😂💔
15374,2020-04-25,3:10 PM,Mina,Bh women women saa ibi that wey edestroy the whole thing
15375,2020-04-25,3:10 PM,Mina,It was getting too much
15376,2020-04-25,3:12 PM,Success,Eny3 ne fault dey were coming😂😂
15377,2020-04-25,3:12 PM,Mina,He muom hebore that I'm complaining too much. If I want I can go . This thing you've also told me something similar. N I'll not forgive you for that.  I warned you to stop saying it bh enoaa na wob3ka
15378,2020-04-25,3:12 PM,Success,S3 u say he come tell u so wat bi ur p
15379,2020-04-25,3:13 PM,Mina,Oh nuuh. I don't complain doesn't mean he should continue
15380,2020-04-25,3:14 PM,Success,Emoum
15381,2020-04-25,3:15 PM,Success,Oh like he for cut them down small small
15382,2020-04-25,3:15 PM,Success,Or maybe he saw u were tolerating it so why not
15383,2020-04-25,3:16 PM,Success,U will even smile back at him😂😂🤷‍♂
15384,2020-04-25,3:22 PM,Mina,That wasn't it oo. Anka 3y3 en3 a maybe I'd have forgiven him . Bh his entire attitude changed oo.
15385,2020-04-25,3:22 PM,Mina,Completely.
15386,2020-04-25,3:23 PM,Mina,He didn't care again. He said anything he wanted to say
15387,2020-04-25,3:23 PM,Mina,Her was blinded by adisco. Peer influence s))n
15388,2020-04-25,3:23 PM,Mina,Boys sch too .
15389,2020-04-25,3:23 PM,Mina,Tsw
15390,2020-04-25,3:24 PM,Mina,Sometimes when I think about everything I don't want to date again seff.
15391,2020-04-25,3:24 PM,Success,Ohh
15392,2020-04-25,3:25 PM,Success,All because he said u dey complain too much
15393,2020-04-25,3:25 PM,Mina,N shs too relationship was hell on it's own
15394,2020-04-25,3:25 PM,Mina,Not only that oo
15395,2020-04-25,3:25 PM,Success,Yh distance
15396,2020-04-25,3:25 PM,Success,No fones too
15397,2020-04-25,3:25 PM,Mina,Nuuh. Not with him oo. The guy I dated no
15398,2020-04-25,3:27 PM,Success,Aaaanh okay
15399,2020-04-25,3:27 PM,Mina,He said I was close to a certain guy bi . He's my cousin. He didn't know. So through his adventure with women he said some girl I had kissed him . That girl no he he said was his cousin
15400,2020-04-25,3:27 PM,Mina,Afei she kissed you. How.
15401,2020-04-25,3:27 PM,Mina,So I could see that it was graduating.
15402,2020-04-25,3:28 PM,Mina,So I bore.  He lied to me.  She wasn't his cousin biaa. The girl was interested in him .
15403,2020-04-25,3:29 PM,Mina,And he entertained her
15404,2020-04-25,3:29 PM,Mina,So I said okay. I'll test him .
15405,2020-04-25,3:30 PM,Mina,I told him later on when I'd forgiven him that my cousin had kissed me
15406,2020-04-25,3:30 PM,Mina,Herh.
15407,2020-04-25,3:30 PM,Mina,That day enh.
15408,2020-04-25,3:31 PM,Success,He moum he bore😂😂💔
15409,2020-04-25,3:31 PM,Success,U see life
15410,2020-04-25,3:31 PM,Success,Do unto others wat u want other to do unto u
15411,2020-04-25,3:31 PM,Mina,Like he should enter the phone and kill me
15412,2020-04-25,3:31 PM,Mina,He bore he was crying
15413,2020-04-25,3:31 PM,Mina,He called me
15414,2020-04-25,3:31 PM,Mina,That I've betrayed him.
15415,2020-04-25,3:32 PM,Success,It was over a foneAhh😂😂
15416,2020-04-25,3:32 PM,Success,Hw33😂😂
15417,2020-04-25,3:32 PM,Mina,He was preserving me.  Now see what I've done
15418,2020-04-25,3:32 PM,Mina,He couldn't talk well seff.
15419,2020-04-25,3:32 PM,Mina,He bore papa
15420,2020-04-25,3:32 PM,Success,Perserving u eii😂
15421,2020-04-25,3:32 PM,Mina,Eno easy oo.
15422,2020-04-25,3:33 PM,Success,Aww charlie
15423,2020-04-25,3:33 PM,Mina,Now finally he said he can't date me again
15424,2020-04-25,3:33 PM,Mina,He's breaking up with me.
15425,2020-04-25,3:33 PM,Mina,Nana. I begged this guy for 3 days. Ose da. He'll not.
15426,2020-04-25,3:33 PM,Mina,He can't date a girl who kissed other guys.
15427,2020-04-25,3:34 PM,Mina,He muom oo
15428,2020-04-25,3:34 PM,Success,Mese
15429,2020-04-25,3:34 PM,Mina,So after 3 days I said okay I've heard him
15430,2020-04-25,3:34 PM,Mina,But I have something to tell him.
15431,2020-04-25,3:34 PM,Mina,I told him the whole truth and added that the guy was my cousin
15432,2020-04-25,3:35 PM,Mina,😂😂😂😂😂😂😆
15433,2020-04-25,3:35 PM,Mina,He wanted to die
15434,2020-04-25,3:35 PM,Mina,He took ill nyinaa
15435,2020-04-25,3:35 PM,Mina,Na this one how will u apologize?
15436,2020-04-25,3:35 PM,Success,Eiiii🙆‍♂🙆‍♂🙆‍♂
15437,2020-04-25,3:36 PM,Success,U hv notin to say
15438,2020-04-25,3:37 PM,Success,Sekof thats wat u hv been doing throughout
15439,2020-04-25,3:37 PM,Mina,For the same offense you didn't forgive me no
15440,2020-04-25,3:37 PM,Success,Na i tell u 1 aa there n dere na break up
15441,2020-04-25,3:37 PM,Mina,You expect that I'll forgive you a
15442,2020-04-25,3:38 PM,Success,Hmmm..
15443,2020-04-25,3:38 PM,Success,Ein go ein body too much
15444,2020-04-25,3:38 PM,Success,He couldnt tink at that time
15445,2020-04-25,3:38 PM,Mina,Even that . He apologized aaaa. N told his senior brother too all his friends.
15446,2020-04-25,3:39 PM,Mina,I didn't leave him oo
15447,2020-04-25,3:39 PM,Mina,Annky3 biaaa
15448,2020-04-25,3:40 PM,Mina,Then a certain girl bi. She was dating suweid . Suweid is also very close to me. So I knew the girl.
15449,2020-04-25,3:40 PM,Mina,Then he started talking about the girl
15450,2020-04-25,3:40 PM,Mina,She came to visit him . With some other girl bi n this n that.
15451,2020-04-25,3:41 PM,Mina,Now the girls name was becoming too much
15452,2020-04-25,3:42 PM,Mina,Finally he came to tell me that he had kissed her.  She tastes good. Herh she has soft lips den things🤦‍♀️
15453,2020-04-25,3:42 PM,Mina,Me everyday adey flex am oh
15454,2020-04-25,3:42 PM,Mina,Long talk
15455,2020-04-25,3:42 PM,Success,🙆‍♂🙆‍♂🙆‍♂🙆‍♂🙆‍♂🙆‍♂🙆‍♂🙆‍♂🙆‍♂
15456,2020-04-25,3:42 PM,Success,Ohhh
15457,2020-04-25,3:43 PM,Success,Ahhh seriously
15458,2020-04-25,3:43 PM,Mina,Abi like ahh the girl bi my bro ein gf . He told me ddey were friends nti how come
15459,2020-04-25,3:43 PM,Success,Eny3 he said he is preserving u no
15460,2020-04-25,3:43 PM,Mina,He said it was an accident. They don't know what happened bh the girl bi sweet 😂😂💔
15461,2020-04-25,3:44 PM,Mina,Herh .
15462,2020-04-25,3:44 PM,Mina,I talked my mind
15463,2020-04-25,3:44 PM,Success,Seriously😂
15464,2020-04-25,3:44 PM,Mina,He said I can go if I want to
15465,2020-04-25,3:44 PM,Mina,He can't force me to do anything
15466,2020-04-25,3:44 PM,Mina,This thing enh .
15467,2020-04-25,3:44 PM,Success,Ene3 wote asem ho
15468,2020-04-25,3:45 PM,Mina,Herh.  I was shaking
15469,2020-04-25,3:45 PM,Mina,Crying
15470,2020-04-25,3:45 PM,Mina,Mennsuu saa da
15471,2020-04-25,3:45 PM,Success,Awww
15472,2020-04-25,3:45 PM,Mina,I asked myself s3 bone ben na mede ad3 no
15473,2020-04-25,3:45 PM,Mina,Ahh
15474,2020-04-25,3:46 PM,Mina,The first incident seff ennky33y3 then this one
15475,2020-04-25,3:46 PM,Mina,Ahh.
15476,2020-04-25,3:46 PM,Mina,Medwen ho a mennte ase3
15477,2020-04-25,3:47 PM,Mina,I said okay
15478,2020-04-25,3:47 PM,Mina,Once bitten twice shy
